passenger,line,mod_cost
4695,643,63.0
4696,223,87.0
4697,64,41.0
4698,368,48.0
4699,643,80.0
4700,976,9.0
4701,800,52.0
4702,369,74.0
4703,no_MT,39.0
4704,837,57.0
4705,185,97.0
4706,822,65.0
4707,486,63.0
4708,581,68.0
4709,769,23.0
4710,672,39.0
4711,943,58.0
4712,989,78.0
4713,652,76.0
4714,946,46.0
4715,220,59.0
4716,936,69.0
4717,809,74.0
4718,728,75.0
4719,183,162.0
4720,327,52.0
4721,720,62.0
4722,726,73.0
4723,312,18.0
4724,no_MT,35.0
4725,430,41.0
4726,502,41.0
4727,94,86.0
4728,463,57.0
4729,19,128.0
4730,678,35.0
4731,825,66.0
4732,969,56.0
4733,412,68.0
4734,409,21.0
4735,408,30.0
4736,239,39.0
4737,500,24.0
4738,876,91.0
4739,587,35.0
4740,277,43.0
4741,855,89.0
4742,308,62.0
4743,613,48.0
4744,316,65.0
4745,752,15.0
4746,131,43.0
4747,113,60.0
4748,315,77.0
4749,751,7.0
4750,398,78.0
4751,803,81.0
4752,no_MT,57.0
4753,no_MT,63.0
4754,312,28.0
4755,626,23.0
4756,126,68.0
4757,32,28.0
4758,119,91.0
4759,724,89.0
4760,494,58.0
4761,568,28.0
4762,324,52.0
4763,109,20.0
4764,748,70.0
4765,123,45.0
4766,75,93.0
4767,no_MT,39.0
4768,867,50.0
4769,140,65.0
4770,670,15.0
4771,492,115.0
4772,111,44.0
4773,447,42.0
4774,284,44.0
4775,497,47.0
4776,0,38.0
4777,760,50.0
4778,546,46.0
4779,330,54.0
4780,312,75.0
4781,126,71.0
4782,76,47.0
4783,698,28.0
4784,253,76.0
4785,535,71.0
4786,150,68.0
4787,525,80.0
4788,914,22.0
4789,211,156.0
4790,742,7.0
4791,33,29.0
4792,306,66.0
4793,735,46.0
4794,820,35.0
4795,9,34.0
4796,936,67.0
4797,241,50.0
4798,0,67.0
4799,509,97.0
4800,683,61.0
4801,507,64.0
4802,474,34.0
4803,838,41.0
4804,553,34.0
4805,483,48.0
4806,733,67.0
4807,581,66.0
4808,223,35.0
4809,135,84.0
4810,809,48.0
4811,233,63.0
4812,752,39.0
4813,123,45.0
4814,549,83.0
4815,603,95.0
4816,507,92.0
4817,949,59.0
4818,975,40.0
4819,113,122.0
4820,726,107.0
4821,510,18.0
4822,955,21.0
4823,291,41.0
4824,492,40.0
4825,308,85.0
4826,no_MT,31.0
4827,650,0.0
4828,976,14.0
4829,227,67.0
4830,387,76.0
4831,819,71.0
4832,221,76.0
4833,204,95.0
4834,6,3.0
4835,42,64.0
4836,644,57.0
4837,723,102.0
4838,123,63.0
4839,18,50.0
4840,709,53.0
4841,488,89.0
4842,964,85.0
4843,220,69.0
4844,483,42.0
4845,773,75.0
4846,853,82.0
4847,261,70.0
4848,337,75.0
4849,819,91.0
4850,95,53.0
4851,243,66.0
4852,499,28.0
4853,559,82.0
4854,706,48.0
4855,454,63.0
4856,606,41.0
4857,146,32.0
4858,142,93.0
4859,951,70.0
4860,498,39.0
4861,503,49.0
4862,724,22.0
4863,672,47.0
4864,85,44.0
4865,962,127.0
4866,507,56.0
4867,423,101.0
4868,597,83.0
4869,40,114.0
4870,470,62.0
4871,410,77.0
4872,326,56.0
4873,77,21.0
4874,26,57.0
4875,100,49.0
4876,508,103.0
4877,643,71.0
4878,419,23.0
4879,388,131.0
4880,492,65.0
4881,161,60.0
4882,656,98.0
4883,no_MT,66.0
4884,501,14.0
4885,35,71.0
4886,539,114.0
4887,665,57.0
4888,667,94.0
4889,315,83.0
4890,40,75.0
4891,840,72.0
4892,175,28.0
4893,984,45.0
4894,613,78.0
4895,401,67.0
4896,809,14.0
4897,2,59.0
4898,698,71.0
4899,435,15.0
4900,175,28.0
4901,732,39.0
4902,13,0.0
4903,no_MT,44.0
4904,760,37.0
4905,411,73.0
4906,845,75.0
4907,275,64.0
4908,75,40.0
4909,822,60.0
4910,no_MT,24.0
4911,136,43.0
4912,445,71.0
4913,858,59.0
4914,800,75.0
4915,969,41.0
4916,906,78.0
4917,398,29.0
4918,509,49.0
4919,361,54.0
4920,965,49.0
4921,656,60.0
4922,315,106.0
4923,no_MT,71.0
4924,859,63.0
4925,228,15.0
4926,610,52.0
4927,222,68.0
4928,470,20.0
4929,746,41.0
4930,949,59.0
4931,787,82.0
4932,373,102.0
4933,0,38.0
4934,261,75.0
4935,892,53.0
4936,500,36.0
4937,660,23.0
4938,238,40.0
4939,934,88.0
4940,24,84.0
4941,792,47.0
4942,206,91.0
4943,228,25.0
4944,603,68.0
4945,233,44.0
4946,614,93.0
4947,521,46.0
4948,119,98.0
4949,247,46.0
4950,980,21.0
4951,943,34.0
4952,484,77.0
4953,502,27.0
4954,119,42.0
4955,119,14.0
4956,312,80.0
4957,664,29.0
4958,815,44.0
4959,118,63.0
4960,704,103.0
4961,656,54.0
4962,751,79.0
4963,859,45.0
4964,852,63.0
4965,964,58.0
4966,337,55.0
4967,669,22.0
4968,643,77.0
4969,8,56.0
4970,914,32.0
4971,672,82.0
4972,387,96.0
4973,852,39.0
4974,796,99.0
4975,75,8.0
4976,608,65.0
4977,587,35.0
4978,840,71.0
4979,387,20.0
4980,663,91.0
4981,946,62.0
4982,419,43.0
4983,498,61.0
4984,6,40.0
4985,973,82.0
4986,408,24.0
4987,782,138.0
4988,760,48.0
4989,971,7.0
4990,769,28.0
4991,19,42.0
4992,836,78.0
4993,619,46.0
4994,587,76.0
4995,799,68.0
4996,775,62.0
4997,970,41.0
4998,837,7.0
4999,979,96.0
5000,384,32.0
5001,665,78.0
5002,415,63.0
5003,13,105.0
5004,435,14.0
5005,361,80.0
5006,857,142.0
5007,838,143.0
5008,80,14.0
5009,820,65.0
5010,994,80.0
5011,no_MT,33.0
5012,308,106.0
5013,802,38.0
5014,833,33.0
5015,369,8.0
5016,870,74.0
5017,87,65.0
5018,862,22.0
5019,773,45.0
5020,535,68.0
5021,541,78.0
5022,743,66.0
5023,979,20.0
5024,97,148.0
5025,883,39.0
5026,487,55.0
5027,982,22.0
5028,415,21.0
5029,299,73.0
5030,486,30.0
5031,30,104.0
5032,746,95.0
5033,535,83.0
5034,320,35.0
5035,228,58.0
5036,183,101.0
5037,986,15.0
5038,603,80.0
5039,488,42.0
5040,706,67.0
5041,963,57.0
5042,837,17.0
5043,946,7.0
5044,no_MT,14.0
5045,75,47.0
5046,790,41.0
5047,775,64.0
5048,924,49.0
5049,276,61.0
5050,514,99.0
5051,746,59.0
5052,277,41.0
5053,792,37.0
5054,94,45.0
5055,411,28.0
5056,315,80.0
5057,741,77.0
5058,965,15.0
5059,150,77.0
5060,no_MT,48.0
5061,507,59.0
5062,585,49.0
5063,62,89.0
5064,898,82.0
5065,883,52.0
5066,484,66.0
5067,962,24.0
5068,22,34.0
5069,975,76.0
5070,782,30.0
5071,711,73.0
5072,965,22.0
5073,746,35.0
5074,970,90.0
5075,222,31.0
5076,803,42.0
5077,320,62.0
5078,586,15.0
5079,971,31.0
5080,786,62.0
5081,752,77.0
5082,82,46.0
5083,75,49.0
5084,152,24.0
5085,527,80.0
5086,779,34.0
5087,180,36.0
5088,no_MT,43.0
5089,723,48.0
5090,810,35.0
5091,561,67.0
5092,910,88.0
5093,95,50.0
5094,825,87.0
5095,221,49.0
5096,903,78.0
5097,934,39.0
5098,561,65.0
5099,69,106.0
5100,637,94.0
5101,676,40.0
5102,470,74.0
5103,845,50.0
5104,525,68.0
5105,973,22.0
5106,402,56.0
5107,724,95.0
5108,210,66.0
5109,873,107.0
5110,239,58.0
5111,665,43.0
5112,380,71.0
5113,629,5.0
5114,809,46.0
5115,768,49.0
5116,630,52.0
5117,490,71.0
5118,22,8.0
5119,41,62.0
5120,905,80.0
5121,854,63.0
5122,546,82.0
5123,430,43.0
5124,200,76.0
5125,394,53.0
5126,490,62.0
5127,907,60.0
5128,216,52.0
5129,459,58.0
5130,669,82.0
5131,949,60.0
5132,803,42.0
5133,724,45.0
5134,857,33.0
5135,501,75.0
5136,238,59.0
5137,669,58.0
5138,279,0.0
5139,627,79.0
5140,726,80.0
5141,746,133.0
5142,962,28.0
5143,123,65.0
5144,62,102.0
5145,151,44.0
5146,821,82.0
5147,40,72.0
5148,562,76.0
5149,222,76.0
5150,555,57.0
5151,211,109.0
5152,99,42.0
5153,401,46.0
5154,799,97.0
5155,596,93.0
5156,553,107.0
5157,809,70.0
5158,867,81.0
5159,799,55.0
5160,273,64.0
5161,949,40.0
5162,87,41.0
5163,961,44.0
5164,312,72.0
5165,356,36.0
5166,306,57.0
5167,752,74.0
5168,577,100.0
5169,514,17.0
5170,587,54.0
5171,565,99.0
5172,527,36.0
5173,706,117.0
5174,896,27.0
5175,820,57.0
5176,33,168.0
5177,109,46.0
5178,836,39.0
5179,406,100.0
5180,492,113.0
5181,892,50.0
5182,109,15.0
5183,230,85.0
5184,189,27.0
5185,389,54.0
5186,841,74.0
5187,82,20.0
5188,42,49.0
5189,695,49.0
5190,664,97.0
5191,30,110.0
5192,41,53.0
5193,374,35.0
5194,561,89.0
5195,474,42.0
5196,956,85.0
5197,244,20.0
5198,525,46.0
5199,473,97.0
5200,548,29.0
5201,222,114.0
5202,706,43.0
5203,699,135.0
5204,233,13.0
5205,373,104.0
5206,40,20.0
5207,175,36.0
5208,62,73.0
5209,949,42.0
5210,958,23.0
5211,200,34.0
5212,497,15.0
5213,374,31.0
5214,152,0.0
5215,210,107.0
5216,908,38.0
5217,126,24.0
5218,610,60.0
5219,907,40.0
5220,454,70.0
5221,131,64.0
5222,769,66.0
5223,966,91.0
5224,493,106.0
5225,867,37.0
5226,979,77.0
5227,471,14.0
5228,no_MT,121.0
5229,94,155.0
5230,499,21.0
5231,175,24.0
5232,276,32.0
5233,422,142.0
5234,426,103.0
5235,885,29.0
5236,501,6.0
5237,81,39.0
5238,122,21.0
5239,53,42.0
5240,87,71.0
5241,936,110.0
5242,211,54.0
5243,12,27.0
5244,248,44.0
5245,648,39.0
5246,789,57.0
5247,505,68.0
5248,914,62.0
5249,422,64.0
5250,505,41.0
5251,885,44.0
5252,186,81.0
5253,549,28.0
5254,510,91.0
5255,489,42.0
5256,789,127.0
5257,716,126.0
5258,378,54.0
5259,95,63.0
5260,644,80.0
5261,136,69.0
5262,499,43.0
5263,248,53.0
5264,154,103.0
5265,803,55.0
5266,501,97.0
5267,535,77.0
5268,494,55.0
5269,398,109.0
5270,9,53.0
5271,401,36.0
5272,374,54.0
5273,678,27.0
5274,530,46.0
5275,541,19.0
5276,492,80.0
5277,790,61.0
5278,813,86.0
5279,266,123.0
5280,796,94.0
5281,316,43.0
5282,951,57.0
5283,267,50.0
5284,424,73.0
5285,119,85.0
5286,731,92.0
5287,489,43.0
5288,888,36.0
5289,587,81.0
5290,150,85.0
5291,645,54.0
5292,895,52.0
5293,180,61.0
5294,854,65.0
5295,643,18.0
5296,531,0.0
5297,128,38.0
5298,434,74.0
5299,549,87.0
5300,247,43.0
5301,700,35.0
5302,749,28.0
5303,251,32.0
5304,120,86.0
5305,803,35.0
5306,236,88.0
5307,53,9.0
5308,898,16.0
5309,327,69.0
5310,509,63.0
5311,32,14.0
5312,32,76.0
5313,326,96.0
5314,no_MT,37.0
5315,no_MT,90.0
5316,648,42.0
5317,963,14.0
5318,no_MT,6.0
5319,525,47.0
5320,453,26.0
5321,no_MT,96.0
5322,110,56.0
5323,808,48.0
5324,753,44.0
5325,524,35.0
5326,260,71.0
5327,935,69.0
5328,119,38.0
5329,509,63.0
5330,799,63.0
5331,489,55.0
5332,126,86.0
5333,95,39.0
5334,857,26.0
5335,987,55.0
5336,9,108.0
5337,491,67.0
5338,501,63.0
5339,103,55.0
5340,665,28.0
5341,793,36.0
5342,no_MT,43.0
5343,136,110.0
5344,900,53.0
5345,657,44.0
5346,664,46.0
5347,152,91.0
5348,98,65.0
5349,no_MT,101.0
5350,120,123.0
5351,819,38.0
5352,803,83.0
5353,672,59.0
5354,593,27.0
5355,26,65.0
5356,619,75.0
5357,787,84.0
5358,595,65.0
5359,508,108.0
5360,474,53.0
5361,260,50.0
5362,672,48.0
5363,645,92.0
5364,637,111.0
5365,463,55.0
5366,819,32.0
5367,541,87.0
5368,986,63.0
5369,539,41.0
5370,244,145.0
5371,790,90.0
5372,114,33.0
5373,699,50.0
5374,311,61.0
5375,432,35.0
5376,459,63.0
5377,220,59.0
5378,95,82.0
5379,760,51.0
5380,869,37.0
5381,914,38.0
5382,896,21.0
5383,461,49.0
5384,729,85.0
5385,700,34.0
5386,867,104.0
5387,746,54.0
5388,964,79.0
5389,304,169.0
5390,no_MT,67.0
5391,746,55.0
5392,943,57.0
5393,782,68.0
5394,473,51.0
5395,508,81.0
5396,986,57.0
5397,660,48.0
5398,32,21.0
5399,213,56.0
5400,410,59.0
5401,247,47.0
5402,275,50.0
5403,613,132.0
5404,856,117.0
5405,971,0.0
5406,502,76.0
5407,821,43.0
5408,544,18.0
5409,945,72.0
5410,222,17.0
5411,89,60.0
5412,402,86.0
5413,507,98.0
5414,145,7.0
5415,238,74.0
5416,239,23.0
5417,161,65.0
5418,459,72.0
5419,50,23.0
5420,264,113.0
5421,438,58.0
5422,410,58.0
5423,870,91.0
5424,845,36.0
5425,838,29.0
5426,40,108.0
5427,69,131.0
5428,645,66.0
5429,820,84.0
5430,872,68.0
5431,949,91.0
5432,251,86.0
5433,9,23.0
5434,75,71.0
5435,421,48.0
5436,775,35.0
5437,581,68.0
5438,138,17.0
5439,657,98.0
5440,765,39.0
5441,421,97.0
5442,398,76.0
5443,402,139.0
5444,681,55.0
5445,312,38.0
5446,453,102.0
5447,870,66.0
5448,541,41.0
5449,211,58.0
5450,964,54.0
5451,696,48.0
5452,361,30.0
5453,214,52.0
5454,940,68.0
5455,927,167.0
5456,252,76.0
5457,630,75.0
5458,972,16.0
5459,273,75.0
5460,853,87.0
5461,306,35.0
5462,502,78.0
5463,688,122.0
5464,248,96.0
5465,553,54.0
5466,672,50.0
5467,136,42.0
5468,21,55.0
5469,75,15.0
5470,493,69.0
5471,603,56.0
5472,709,22.0
5473,687,105.0
5474,673,94.0
5475,859,64.0
5476,170,1.0
5477,598,21.0
5478,810,35.0
5479,491,90.0
5480,341,98.0
5481,247,65.0
5482,830,35.0
5483,700,0.0
5484,131,83.0
5485,164,19.0
5486,212,53.0
5487,118,35.0
5488,239,36.0
5489,491,35.0
5490,180,40.0
5491,267,72.0
5492,967,57.0
5493,873,89.0
5494,846,39.0
5495,848,28.0
5496,484,22.0
5497,621,56.0
5498,711,35.0
5499,898,61.0
5500,94,112.0
5501,751,60.0
5502,589,84.0
5503,637,41.0
5504,113,53.0
5505,82,38.0
5506,178,81.0
5507,679,64.0
5508,269,35.0
5509,986,104.0
5510,501,61.0
5511,883,83.0
5512,502,41.0
5513,898,48.0
5514,64,120.0
5515,209,57.0
5516,732,38.0
5517,892,42.0
5518,421,100.0
5519,320,30.0
5520,109,37.0
5521,608,47.0
5522,503,59.0
5523,324,32.0
5524,501,35.0
5525,454,48.0
5526,459,21.0
5527,491,26.0
5528,82,73.0
5529,14,67.0
5530,553,100.0
5531,994,56.0
5532,837,54.0
5533,406,57.0
5534,491,62.0
5535,238,83.0
5536,982,120.0
5537,216,73.0
5538,963,34.0
5539,264,65.0
5540,247,115.0
5541,425,99.0
5542,422,29.0
5543,812,35.0
5544,510,117.0
5545,655,102.0
5546,663,47.0
5547,525,79.0
5548,553,40.0
5549,949,68.0
5550,892,69.0
5551,941,44.0
5552,819,63.0
5553,790,50.0
5554,172,53.0
5555,247,50.0
5556,193,58.0
5557,no_MT,57.0
5558,541,35.0
5559,551,36.0
5560,868,57.0
5561,244,103.0
5562,410,69.0
5563,787,52.0
5564,644,33.0
5565,581,117.0
5566,896,33.0
5567,no_MT,35.0
5568,847,47.0
5569,991,23.0
5570,9,28.0
5571,no_MT,28.0
5572,252,61.0
5573,964,49.0
5574,106,38.0
5575,704,42.0
5576,26,62.0
5577,267,65.0
5578,75,11.0
5579,64,81.0
5580,834,60.0
5581,no_MT,15.0
5582,no_MT,11.0
5583,935,39.0
5584,812,28.0
5585,664,54.0
5586,527,86.0
5587,234,81.0
5588,402,79.0
5589,261,81.0
5590,119,120.0
5591,230,25.0
5592,840,105.0
5593,857,65.0
5594,541,63.0
5595,945,106.0
5596,103,0.0
5597,no_MT,14.0
5598,no_MT,71.0
5599,468,56.0
5600,593,99.0
5601,731,55.0
5602,840,21.0
5603,745,68.0
5604,984,55.0
5605,335,135.0
5606,311,83.0
5607,319,1.0
5608,839,45.0
5609,402,66.0
5610,211,68.0
5611,683,61.0
5612,491,45.0
5613,936,118.0
5614,973,32.0
5615,77,61.0
5616,934,58.0
5617,94,74.0
5618,631,74.0
5619,64,62.0
5620,709,41.0
5621,326,42.0
5622,614,80.0
5623,299,47.0
5624,945,93.0
5625,445,42.0
5626,908,44.0
5627,867,102.0
5628,no_MT,104.0
5629,21,33.0
5630,164,0.0
5631,724,38.0
5632,810,52.0
5633,845,127.0
5634,no_MT,7.0
5635,735,49.0
5636,664,63.0
5637,138,81.0
5638,264,76.0
5639,501,83.0
5640,284,69.0
5641,312,120.0
5642,276,53.0
5643,888,93.0
5644,960,40.0
5645,643,92.0
5646,306,64.0
5647,507,111.0
5648,773,58.0
5649,977,57.0
5650,975,68.0
5651,487,42.0
5652,312,25.0
5653,760,57.0
5654,669,61.0
5655,411,55.0
5656,898,49.0
5657,239,45.0
5658,636,59.0
5659,374,68.0
5660,886,56.0
5661,967,22.0
5662,655,61.0
5663,277,58.0
5664,979,70.0
5665,519,50.0
5666,519,35.0
5667,13,57.0
5668,680,88.0
5669,233,36.0
5670,629,27.0
5671,961,13.0
5672,743,46.0
5673,54,40.0
5674,612,48.0
5675,568,54.0
5676,837,63.0
5677,407,41.0
5678,837,85.0
5679,53,48.0
5680,300,34.0
5681,435,81.0
5682,498,68.0
5683,228,85.0
5684,25,68.0
5685,698,82.0
5686,636,58.0
5687,no_MT,51.0
5688,949,89.0
5689,119,50.0
5690,9,49.0
5691,626,59.0
5692,656,55.0
5693,664,46.0
5694,101,38.0
5695,549,14.0
5696,809,21.0
5697,180,45.0
5698,790,35.0
5699,258,49.0
5700,852,56.0
5701,665,34.0
5702,319,84.0
5703,95,35.0
5704,845,44.0
5705,867,99.0
5706,745,68.0
5707,527,44.0
5708,no_MT,37.0
5709,819,62.0
5710,810,39.0
5711,987,46.0
5712,769,62.0
5713,848,64.0
5714,887,79.0
5715,524,58.0
5716,440,48.0
5717,799,42.0
5718,275,50.0
5719,494,77.0
5720,412,42.0
5721,876,33.0
5722,62,22.0
5723,424,61.0
5724,723,49.0
5725,837,91.0
5726,220,49.0
5727,no_MT,14.0
5728,501,64.0
5729,782,67.0
5730,432,31.0
5731,741,27.0
5732,837,18.0
5733,501,113.0
5734,0,68.0
5735,484,43.0
5736,170,15.0
5737,486,47.0
5738,no_MT,57.0
5739,936,94.0
5740,941,107.0
5741,261,86.0
5742,301,61.0
5743,501,39.0
5744,202,65.0
5745,421,59.0
5746,706,43.0
5747,679,62.0
5748,352,133.0
5749,220,55.0
5750,595,128.0
5751,943,27.0
5752,845,44.0
5753,630,68.0
5754,267,56.0
5755,527,22.0
5756,971,23.0
5757,688,104.0
5758,562,43.0
5759,960,57.0
5760,958,60.0
5761,378,25.0
5762,745,53.0
5763,624,87.0
5764,626,60.0
5765,951,36.0
5766,316,39.0
5767,909,66.0
5768,670,47.0
5769,275,46.0
5770,924,72.0
5771,971,47.0
5772,559,47.0
5773,509,80.0
5774,no_MT,80.0
5775,555,70.0
5776,870,35.0
5777,826,58.0
5778,544,33.0
5779,596,39.0
5780,819,49.0
5781,856,15.0
5782,89,81.0
5783,648,63.0
5784,491,71.0
5785,598,162.0
5786,459,40.0
5787,99,126.0
5788,619,29.0
5789,568,13.0
5790,377,21.0
5791,967,23.0
5792,525,92.0
5793,42,35.0
5794,222,113.0
5795,402,56.0
5796,40,26.0
5797,706,42.0
5798,495,62.0
5799,10,29.0
5800,453,62.0
5801,152,29.0
5802,820,77.0
5803,720,28.0
5804,987,42.0
5805,986,106.0
5806,459,52.0
5807,836,57.0
5808,908,42.0
5809,972,83.0
5810,291,32.0
5811,no_MT,48.0
5812,222,66.0
5813,853,49.0
5814,979,64.0
5815,250,14.0
5816,271,37.0
5817,852,70.0
5818,645,75.0
5819,845,118.0
5820,813,100.0
5821,960,29.0
5822,89,28.0
5823,908,49.0
5824,28,50.0
5825,869,75.0
5826,553,64.0
5827,847,65.0
5828,669,52.0
5829,618,76.0
5830,101,81.0
5831,425,38.0
5832,530,36.0
5833,553,61.0
5834,898,26.0
5835,500,22.0
5836,669,54.0
5837,982,67.0
5838,869,22.0
5839,908,35.0
5840,670,53.0
5841,293,3.0
5842,853,36.0
5843,907,28.0
5844,758,107.0
5845,817,37.0
5846,870,50.0
5847,946,71.0
5848,421,63.0
5849,962,62.0
5850,136,24.0
5851,492,59.0
5852,306,22.0
5853,787,47.0
5854,221,71.0
5855,506,72.0
5856,22,39.0
5857,327,12.0
5858,830,115.0
5859,760,33.0
5860,494,86.0
5861,494,30.0
5862,862,49.0
5863,838,13.0
5864,943,75.0
5865,896,14.0
5866,95,10.0
5867,971,65.0
5868,454,135.0
5869,809,42.0
5870,76,87.0
5871,419,63.0
5872,580,157.0
5873,499,80.0
5874,214,76.0
5875,706,60.0
5876,356,48.0
5877,36,76.0
5878,151,38.0
5879,965,48.0
5880,657,43.0
5881,603,43.0
5882,361,48.0
5883,239,67.0
5884,664,41.0
5885,760,55.0
5886,943,50.0
5887,463,95.0
5888,113,61.0
5889,852,79.0
5890,731,60.0
5891,541,90.0
5892,800,55.0
5893,704,19.0
5894,69,49.0
5895,87,37.0
5896,987,51.0
5897,425,47.0
5898,no_MT,98.0
5899,949,80.0
5900,786,42.0
5901,969,38.0
5902,735,90.0
5903,187,53.0
5904,131,83.0
5905,41,82.0
5906,983,88.0
5907,315,37.0
5908,970,60.0
5909,119,55.0
5910,312,57.0
5911,222,54.0
5912,no_MT,70.0
5913,503,67.0
5914,845,98.0
5915,423,47.0
5916,258,59.0
5917,28,50.0
5918,935,92.0
5919,837,41.0
5920,644,82.0
5921,532,102.0
5922,521,7.0
5923,582,37.0
5924,276,17.0
5925,662,95.0
5926,851,71.0
5927,629,63.0
5928,830,37.0
5929,951,1.0
5930,43,130.0
5931,699,28.0
5932,648,53.0
5933,756,98.0
5934,386,49.0
5935,626,48.0
5936,142,63.0
5937,461,106.0
5938,643,39.0
5939,820,37.0
5940,377,64.0
5941,175,28.0
5942,151,87.0
5943,214,131.0
5944,676,61.0
5945,945,100.0
5946,175,49.0
5947,765,68.0
5948,680,81.0
5949,565,60.0
5950,no_MT,58.0
5951,858,32.0
5952,958,58.0
5953,830,44.0
5954,585,27.0
5955,227,33.0
5956,216,69.0
5957,30,123.0
5958,812,23.0
5959,170,50.0
5960,817,44.0
5961,424,106.0
5962,746,41.0
5963,787,98.0
5964,967,65.0
5965,407,20.0
5966,19,134.0
5967,908,56.0
5968,310,101.0
5969,917,16.0
5970,23,28.0
5971,652,42.0
5972,470,64.0
5973,421,60.0
5974,706,48.0
5975,115,112.0
5976,678,0.0
5977,587,136.0
5978,435,92.0
5979,415,75.0
5980,451,117.0
5981,492,78.0
5982,128,65.0
5983,561,116.0
5984,412,30.0
5985,459,31.0
5986,925,48.0
5987,94,91.0
5988,655,63.0
5989,373,76.0
5990,892,48.0
5991,402,66.0
5992,568,83.0
5993,186,81.0
5994,882,58.0
5995,882,46.0
5996,40,69.0
5997,95,0.0
5998,341,27.0
5999,676,83.0
6000,946,31.0
6001,819,82.0
6002,765,45.0
6003,341,77.0
6004,9,114.0
6005,589,112.0
6006,630,49.0
6007,0,72.0
6008,260,70.0
6009,352,29.0
6010,845,22.0
6011,839,85.0
6012,453,82.0
6013,955,20.0
6014,987,53.0
6015,502,98.0
6016,976,89.0
6017,166,28.0
6018,637,88.0
6019,896,27.0
6020,853,77.0
6021,85,25.0
6022,no_MT,33.0
6023,859,62.0
6024,595,76.0
6025,613,44.0
6026,100,21.0
6027,304,113.0
6028,75,40.0
6029,987,87.0
6030,408,121.0
6031,223,20.0
6032,820,76.0
6033,740,79.0
6034,975,85.0
6035,40,0.0
6036,380,30.0
6037,858,41.0
6038,509,7.0
6039,494,36.0
6040,514,24.0
6041,742,29.0
6042,356,115.0
6043,613,35.0
6044,850,11.0
6045,120,36.0
6046,106,61.0
6047,129,49.0
6048,119,72.0
6049,637,90.0
6050,507,108.0
6051,544,48.0
6052,454,203.0
6053,969,50.0
6054,798,66.0
6055,182,61.0
6056,833,64.0
6057,786,52.0
6058,no_MT,116.0
6059,732,23.0
6060,244,98.0
6061,220,73.0
6062,500,34.0
6063,758,92.0
6064,652,32.0
6065,719,40.0
6066,326,42.0
6067,401,72.0
6068,no_MT,43.0
6069,773,31.0
6070,186,81.0
6071,644,46.0
6072,667,114.0
6073,748,50.0
6074,941,56.0
6075,64,24.0
6076,837,44.0
6077,892,42.0
6078,595,126.0
6079,402,43.0
6080,313,47.0
6081,585,40.0
6082,220,88.0
6083,731,71.0
6084,277,45.0
6085,106,48.0
6086,979,60.0
6087,971,56.0
6088,742,36.0
6089,no_MT,71.0
6090,175,0.0
6091,935,72.0
6092,779,51.0
6093,936,37.0
6094,434,81.0
6095,79,54.0
6096,104,127.0
6097,408,63.0
6098,670,134.0
6099,430,86.0
6100,507,64.0
6101,106,59.0
6102,356,37.0
6103,164,28.0
6104,432,59.0
6105,87,58.0
6106,486,14.0
6107,434,51.0
6108,no_MT,72.0
6109,732,38.0
6110,315,18.0
6111,123,48.0
6112,232,87.0
6113,672,63.0
6114,471,35.0
6115,598,78.0
6116,412,56.0
6117,900,26.0
6118,868,88.0
6119,549,50.0
6120,419,89.0
6121,758,47.0
6122,906,99.0
6123,69,102.0
6124,852,35.0
6125,308,44.0
6126,630,93.0
6127,277,48.0
6128,676,98.0
6129,773,52.0
6130,123,35.0
6131,498,70.0
6132,401,32.0
6133,819,53.0
6134,41,98.0
6135,819,27.0
6136,823,96.0
6137,568,61.0
6138,306,69.0
6139,614,88.0
6140,598,27.0
6141,821,20.0
6142,856,123.0
6143,751,26.0
6144,709,73.0
6145,644,76.0
6146,644,65.0
6147,924,30.0
6148,885,28.0
6149,491,34.0
